CASE	SERIAL	REF	QUESTNNR	MODE	STARTED	EE01	EE01_01	EE01_02	SD01	SD02_01	SD03	SD03_03	SD04	SD04_06	SD05	SD06	SD06_02	SD07	SD07_02	SL02_01	SL02_02	SL02_03	SL02_04	SL02_05	SL02_06	SL02_07	SL02_08	SL02_09	SL02_10	HA01_08	HA02_08	HA03_08	HA05_08	MF01_01	MF01_02	MF01_03	MF01_04	MF01_05	MF01_06	MF01_07	MF01_08	MF01_09	MF01_10	MF01_11	MF01_12	MF01_13	MF01_14	MF01_15	MF01_16	MF01_17	MF01_18	MF01_19	MF01_20	MF01_21	MF01_22	MF01_23	ME01	ME02	ME03_01	ME21_01	ME04	ME05_01	ME22_01	ME06	ME07_01	ME23_01	ME08_01	ME09	ME09_08	ME13	ME13_01	ME13_02	ME13_03	ME13_04	ME13_05	ME13_06	ME13_07	ME13_08	ME13_09	ME13_10	ME13_11	ME13_12	ME13_13	ME13_14	ME13_15	ME13_16	ME13_17	ME13_18	ME13_19	ME13_20	ME13_21	ME13_22	ME13_23	ME13_24	ME13_25	ME13_26	ME13_27	ME13_28	ME14_01	ME14_02	ME14_03	ME14_04	ME14_05	ME14_06	ME14_07	ME14_08	ME14_09	ME14_10	ME14_11	ME14_12	ME14_13	ME14_14	ME14_15	ME14_16	ME14_17	ME14_18	ME14_19	ME14_20	ME14_21	ME14_22	ME14_23	ME14_24	ME14_25	ME14_26	ME14_27	ME14_28	ME17_01	ME17_02	ME17_03	ME17_04	ME17_05	ME17_06	ME17_07	ME17_08	ME17_09	ME17_10	ME17_11	ME17_12	ME17_13	ME17_14	ME17_15	ME17_16	ME17_17	ME17_18	ME17_19	ME17_20	ME17_21	ME17_22	ME17_23	ME17_24	ME17_25	ME17_26	ME17_27	ME17_28	ME10	ME18_01	ME18_02	ME18_03	ME18_04	ME18_05	ME19_01	ME24_01	ME24_02	ME24_03	RE02	RE04	RE05	RE03	RE08	RE06	RE07	KU02_01	KU02_02	KU02_03	KU02_04	KU02_05	KU02_06	KU02_07	KU02_08	KU14_01	KU12_01	KU12_02	KU12_03	KU12_04	KU13_01	KU13_02	KU13_03	MW02_01	MW05_02	MW03_01	MW06_03	MW07_04	MW08_05	MW04_01	MW09_06	OV01_01	OV01_02	OV01_03	OV01_04	OV01_05	OV01_06	OV01_07	OV01_08	OV02_01	OV02_02	OV02_03	OV02_04	OV03	OV03_01	OV03_02	OV04	OV04_04	SC01_01	SC01_02	SC01_03	SC01_04	SC02_01	SC02_02	SC02_03	SC02_04	SC02_05	SC02_06	SC02_07	SC02_08	SC02_09	SC02_10	SC02_11	SC02_12	SC02_13	SC03_01	SC04_01	EI01_01	EI01_02	EI01_03	EI01_04	EI01_05	EI01_06	EI01_07	EI01_08	EI01_09	EI01_10	EI01_11	EI01_12	EI01_13	EI01_14	EI01_15	EI01_16	EI01_17	EI01_18	EI01_19	EI01_20	EI02	KL01_01	KL01_02	KL01_03	KL01_04	KL01_05	KL01_06	KL01_07	KL01_08	KL01_09	KL01_10	KL01_11	KL01_12	KL01_13	AD01	AD02_01	AD03	AD04	AE01_01	AE01_02	AE01_03	AE01_04	AE01_05	AE01_06	AE01_07	AE01_08	AE01_09	AE01_10	AE01_11	AE01_12	AE01_13	AE01_14	AE02_01	AE02_02	AE02_03	AA01_01	AA01_02	AA01_03	AA01_04	AA01_05	AA01_06	AA01_07	AA01_08	AA01_09	AA01_10	AA01_11	AA01_12	AA01_13	AA01_14	AA01_15	AA01_16	AA01_17	AA01_18	AA01_19	AA01_20	AA01_21	ST01_01	ST01_02	ST01_03	ST01_04	ST01_05	ST01_06	ST01_07	ST01_08	ST01_09	ST01_10	ST01_11	ST01_12	IM01_01	IM01_02	IM01_03	IM01_04	IM01_05	IM01_06	IM01_07	IM01_08	IM01_09	IM01_10	IM01_11	IM01_12	IM01_13	IM01_14	IM01_15	IM01_16	IM01_17	IM01_18	IM01_19	IM01_20	AL01_01	AL02_01	AL04_01	AL04_02	AL04_03	AL04_04	AL04_05	AL04_06	AL05_01	AL05_02	AL06_01	AL06_02	AL06_03	AL06_04	AL06_05	TIME001	TIME002	TIME003	TIME004	TIME005	TIME006	TIME007	TIME008	TIME009	TIME010	TIME011	TIME012	TIME013	TIME014	TIME015	TIME016	TIME017	TIME018	TIME019	TIME020	TIME021	TIME022	TIME023	TIME024	TIME025	TIME026	TIME027	TIME028	TIME029	TIME030	TIME031	TIME032	TIME033	TIME034	TIME_SUM	MAILSENT	LASTDATA	FINISHED	Q_VIEWER	LASTPAGE	MAXPAGE	MISSING	MISSREL	TIME_RSI	DEG_TIME
627			TheOneandOnly	interview	2021-04-09 20:04:12	2	T	T	1	22	1		1		4	2	Rechtswissenschaft	1		7	7	7	7	7	3	3	5	2	2	5	4	4	5	5	4	4	4	3	4	4	4	5	3	2	5	4	2	5	5	3	3	4	4	4	3	4	3	5	5	1	1			5	10	1	0	-9																																																																																																	4	2	1	1	3	2	3	1	5	1	4	1	4	4	5	3	5	5	4	5	2	1	2	6	7	7	7	7	7	6	7	4	5	2	3	4	5	5	5	5	3	5	5	2		4	2		24	5	8	7	1	3	1	1	1	1	1	2	1	1	1	1	3	3		5	4	1	4	4	5	2	2	4	5	2	2	1	1	5	5	3	3	5	5	2	3	2	1	2	1	2	3	2	1	3	2	1	1	2	4	1	1	2	2	3	4	4	4	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	1	1	1	1	1	4	1	2	2	2	4	4	2	4	5	2	3	4	2	5	4	1	3	4	2	2	1	4	4	4	4	2	3	2	3	4	4	2	1	4	3	2	1	1	1	1	1	1	1	1	1	1	4	1	2	1	41	58	99	84	221	13	13	13	6		20	15	17				54	92	38	49	21	3692	25	254	84	45	3	19	80	84	72	113	51	24	1762		2021-04-09 21:34:13	T	F	34	34	1	0	1.03	9
630			TheOneandOnly	interview	2021-04-09 20:04:21	2	T	T	1	55	1		2		4	1		2	30	4	3	3	3	4	5	5	5	5	3	5	5	5	1	5	4	3	5	2	4	3	1	5	3	4	4	4	4	1	5	5	4	2	5	5	4	1	3	1			1			1				-9																																																																																																	3	1	1	1	1	1	4	2	3	3	5	2	5	4	3	5	6	5	6	6	3	3	2	5	6	7	4	3	3	2	3	4	3	1	4	2	1	1	2	1	1	1	1	2		15	3		23	30	7	7	2	3	2	1	1	1	1	1	1	-9	1	1	3	2		3	3	1	1	3	3	1	2	2	5	2	1	1	1	4	4	1	3	5	5	1	1	1	1	2	1	1	3	1	1	3	1	1	1	1																																																						1	2	1	2	2	3	4	4	3	3	3	3	3	3	2	3	3	2	1	3	4	2	1	1	1	1	1	1	1	1	1	3	2	1	1	28	35	83	43	164	13	15		6		5		13				38	122	70	58	17	42	48	97	81	65	4					85	64	31	1227		2021-04-09 20:24:49	T	F	34	34	2	1	1.13	10
632			TheOneandOnly	interview	2021-04-09 20:05:44	2	T	T	2	22	2		1		4	1		2	35	3	5	6	5	3	4	4	6	5	3	4	6	3	3	4	3	4	4	3	3	4	2	4	4	4	4	4	3	3	5	3	3	3	2	3	4	3	3	1			1			1				-9																																																																																																	3	2	1	2	1	2	1	2	3	2	5	3	4	5	3	4	3	6	4	5	1	1	1	2	3	2	2	4	3	3	2	5	5	3	4	5	5	5	5	5	5	5	4	1	9		2		23	30	8.30	9	2	1	1	1	1	1	2	2	1	-9	1	1	3	2		5	5	1	2	5	5	1	1	4	5	1	1	1	1	5	5	2	1	5	5	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	5	3	5	3	2	4	4	3	4	2	2	4	3	2	2	2	3	2	2	1	1	2	3	3	5	5	2	2	3	3	4	4	3	1	1	1	2	4	2	2	2													2	1	3	3	4	1	3	3	2	3	2	3	1	3	4	3	3	4	4	4	2	1	2	1	1	1	1	1	2	2	1	3	1	1	1	20	18	43	28	113	5	4		3		3		8				28	61	35	22	11	20	26	54	53	37	3	11	69	55		73	35	14	852		2021-04-09 20:19:57	T	F	34	34	2	1	1.99	50
634			TheOneandOnly	interview	2021-04-09 20:06:46	2	T	T	2	27	1		2		5	1		2	55	3	3	3	3	3	5	5	5	4	2	5	4	4	3	3	4	5	5	3	4	4	2	4	4	4	3	3	3	1	5	2	4	2	5	2	4	1	3	1			1			1				-9																																																																																																	1	1	1	1	1	1	1	1	5	1	5	2	5	4	5	4	3	3	7	6	1	2	4	5	5	5	6	6	5	2	3	4	4	2	2	3	3	2	2	2	2	3	2	2		2	1		23	5	6	7	1	1	1	1	1	1	1	1	1	-9	1	1	2	1		4	3	1	2	2	3	4	3	2	3	2	3	4	3	4	3	3	3	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	9	1	1	3	3	3	3	2	3	2	3	2	2	2	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													1	2	1	2	2	4	3	2	3	2	2	2	2	2	4	2	1	1	3	1	4	1	2	1	1	1	1	1	2	1	1	4	2	1	1	14	22	36	35	102	6	5		3		3		8				13	60	28	24	10	21	18	711	256	140	3	14	216	19		203	1468	16	1434		2021-04-09 21:04:20	T	F	34	34	2	1	1.79	50
642			TheOneandOnly	interview	2021-04-09 20:09:24	2	T	T	2	61	1		3		3	1		2	23	4	4	4	4	4	4	4	4	4	4	5	5	5	1	3	3	2	5	2	4	2	1	4	2	3	4	4	3	2	4	4	3	2	4	4	4	2	3	1			1			1			0	-9																																																																																																	2	2	1	1	1	1	1	3	4	4	4	3	4	2	3	1	3	4	1	1	1	4	1	3	3	4	5	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2		0.3	1		22	10	5	6	3	3	3	1	1	1	1	1	1	1	1	1	1	2		4	3	1	1	4	3	1	2	4	5	1	1	2	1	5	4	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																						1	1	1	2	1	3	3	3	3	3	1	4	3	4	2	2	2	2	2	3	4	1	2	1	1	1	1	1	2	1	1	1	1	1	1	16	82	464	75	393	30	22		17		18		57				57	195	83	99	41	105	70	184	135	98	7					214	144	30	2636		2021-04-09 20:53:20	T	F	34	34	1	0	0.6	1
644			TheOneandOnly	interview	2021-04-09 20:09:47	2	T	T	1	56	1		3		5	1		2	40	1	1	1	1	1	7	7	7	7	1	5	5	5	2	5	3	3	5	3	4	3	2	4	2	3	4	4	2	3	4	4	3	3	4	4	3	3	3	1			1			2			0	5																																																																																																	3	4	1	5	1	2	3	3	4	1	3	2	4	4	4	4	2	4	2	2	1	1	1	4	3	3	4	4	3	1	2	2	1	1	2	2	3	4	2	4	4	4	4	2		20	1		23:00	10	05:30	6	1	3	4	1	1	1	1	1	1	1	1	1	1	2		5	5	1	1	5	5	1	1	5	5	1	1	1	1	5	5	1	1	5	5	1	3	3	1	1	1	1	1	1	1	1	1	1	1	2	38	4	2	3	3	4	5	3	5	3	4	4	3	4	5	4	5	2	1	1	3	1	2	1	1	1	3	1	1	4	2	2	1	1	1	1	1	3	1	3	1													2	2	2	3	3	2	3	4	3	3	2	3	3	3	2	3	2	2	3	3	4	2	3	1	1	1	2	1	1	1	2	1	1	2	1	14	33	59	38	127	10	8		7		8		49				36	92	41	45	17	46	35	53	55	53	5	43	133	82		110	45	16	1260		2021-04-09 20:30:47	T	F	34	34	0	0	1.23	14
645			TheOneandOnly	interview	2021-04-09 20:10:53	2	T	T	1	67	2		3		3	1		1		4	4	4	4	4	7	7	7	7	3	7	5	5	3	3	4	2	3	2	4	2	2	4	2	4	5	4	4	4	4	2	4	3	4	3	4	3	1	7	20	1	2			1			120	1		8	T	T	F	F	T	F	T	T	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	T	F	T	F	5	3	-9	-9	4	-9	4	6	-9	-9	-9	-9	-9	-9	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	4	-9	4	-9	1	1	-9	-9	1	-9	2	1	-9	-9	-9	-9	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	2	-9	1						57				2	2	2	2	5	2	2	3	4	3	4	3	4	3	3	2	2	2	2	2	1	2	1	1	2	1	1	3	3	3	3	1	1	2	2	1	1	2	2	2	2	2	2	2		1	3		23.30	2	7.00	6,5	2	2	2	1	1	1	1	1	1	1	1	1	1	2		4	4	3	2	4	3	2	3	2	4	2	2	3	1	4	3	1	3	4	4	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	50	3	1	2	2	3	3	1	3	1	1	2	3	3	2	4	4	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	4	2	2	2	2	3	3	4	3	2	2	3	2	3	2	3	2	2	2	2	2	3	4	4	4	4	2	4	3	4	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47	56	105	93	355	6	22	18	44		12		70	469	10		58	207	99	77	22	73	53	123	122	95	4	41	144	85	118	141	45	64	2552		2021-04-09 20:58:51	T	F	34	34	14	4	0.73	2
649			TheOneandOnly	interview	2021-04-09 20:12:59	2	T	T	1	60	1		3		3	1		1		4	4	4	4	4	7	7	7	7	1	7	7	7	1	4	4	3	3	1	4	3	1	3	2	3	4	3	3	2	4	3	3	1	4	4	3	3	3	1			1			2			2	5																																																																																																	3	4	1	4	1	3	3	3	3	2	4	2	3	3	3	3	4	5	1	3	1	8	1	5	5	1	5	2	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	-9			3		23	15	7	7	1	2	4	1	1	1	1	1	1	1	1	1	1	2		5	5	1	1	5	4	1	1	5	5	1	1	2	1	5	5	1	1	5	5	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1																																																						1	1	1	1	1	1	3	3	3	3	2	4	4	4	2	3	1	3	3	4	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	33	68	237	54	287	17	13		14		10		17				85	201	74	69	39	98	67	90	128	100	7					202	87	38	2035		2021-04-09 20:46:54	T	F	34	34	1	1	0.72	1
652			TheOneandOnly	interview	2021-04-09 20:14:36	2	T	T	1	30	1		1		4	1		2	40	6	4	5	5	5	4	4	4	4	1	5	4	4	4	4	4	2	3	2	4	2	2	3	1	4	3	4	3	2	4	3	3	2	4	3	4	2	3	-9			2			2				-9																																																																																																	2	2	1	2	1	1	2	3	5	1	4	2	5	3	3	4	4	6	3	3	1	1	1	3	4	5	4	4	5	2	3	2	2	1	1	3	1	2	2																																																																																																																																																								72	47	235	151	538	11	12		12		62		14				125	220	113	240															1798		2021-04-09 20:45:28	F	F	20	20	3	3	0.59	3
659			TheOneandOnly	interview	2021-04-09 20:35:22	2	T	T	1	34	1		2		4	2	Jus	2	26	6	5	4	6	4	4	5	5	4	1	4	3	4	5	3	4	2	3	2	3	2	3	3	2	3	3	3	2	3	4	3	3	3	3	2	3	4	3	-9			-9			1				-9																																																																																																	2	3	1	2	1	2	2	2	4	2	4	1	5	3	3	3	3	4	4	4	1	1	1	4	4	5	4	4	5	2	2	2	1	1	1	1	1	2	1	3	4	2	1	2		3	3		22:30	30	06:30	6	3	3	2	1	1	1	1	2	1	1	1	1	3	2		3	2	2	3	5	3	3	3	4	4	3	2	3	2	3	3	4	4	3	3	1	2	1	1	1	3	2	1	1	1	3	1	1	1	2	16	1	1	4	3	5	4	3	3	2	4	5	4	5	2	4	4	2	1	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1	1	1	3	3	1	1													1	2	2	3	2	3	4	4	4	4	2	3	3	3	3	2	2	1	1	3	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	47	61	123	44	204	7	16		10	3	11		13				53	141	83	53	40	55	56	102	126	70	5	31	111	88		135	74	19	1781		2021-04-09 21:05:03	T	F	34	34	3	2	0.98	7
662			TheOneandOnly	interview	2021-04-09 20:50:14	2	T	T	2	55	1		3		4	1		2	40	1	1	3	1	1	7	7	7	7	1	5	4	6	2	3	4	2	4	2	4	2	1	3	1	3	4	5	4	2	4	3	3	1	5	4	3	4	3	1			1			1			0	8	??																																																																																																3	3	3	2	1	3	4	5	5	3	5	3	5	4	3	7	2	6	5	5	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	2	2	1	1	2		1	1		23	10	5	5,9	1	1	4	2	1	1	1	1	1	1	1	1	1	2		3	3	1	1	5	5	1	2	5	5	1	2	3	2	4	5	1	2	5	5	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	36	5	2	2	2	4	4	3	2	2	2	2	2	4	3	4	4	2	2	1	1	2	2	2	2	2	1	1	1	1	4	2	2	2	1	1	1	4	1	5	3													2	2	2	2	2	3	3	3	3	3	1	4	4	4	2	4	2	3	3	2	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	38	56	93	57	224	14	9		7		21		26				34	131	33	39	27	42	44	86	101	59	5	35	110	90		117	66	14	1578		2021-04-09 21:16:32	T	F	34	34	0	0	1.01	5
664			TheOneandOnly	interview	2021-04-09 20:51:52	2	T	T	1	57	2		4		4	1		2	37.5	1	1	1	1	1	7	7	7	7	1	4	7	7	1	4	2	2	5	2	2	3	1	4	1	5	3	2	3	2	5	5	3	2	5	5	5	4	2	2			4	20	1	5	20	1	6	8	Progressive Muskelrelaxion nach Jakobson	8	T	T	F	F	F	F	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	T	F	F	T	T	F	6	7	-9	-9	-9	-9	7	-9	6	-9	7	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	7	-9	-9	5	5	-9	1	1	-9	-9	-9	-9	2	-9	2	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	-9	2	1	-9	2	7	7	7	-9	-9	11	Körperlich unwohl 	Stress durch Anwesenheit anderer Gruppenteilnehmer	Versagensängste	5	5	5	5	3	3	3	2	4	2	5	2	3	4	5	3	5	5	5	5	1	2	1	3	3	3	4	3	1	1	3	1	1	1	1	1	1	1	1	3	3	1	2	1	2.5		1		22:30	2	4:154:15	5.5	1	4	4	1	1	1	1	1	4	-9	1	4	4	3		4	5	1	1	5	3	1	3	3	5	1	1	1	1	5	5	1	1	5	5	1	1	1	1	1	2	1	1	1	1	3	1	1	3	2	35	5	5	5	3	5	5	5	5	5	3	5	5	5	5	5	2	3	1	2	4	1	1	1	1	1	1	1	1	4	4	4	2	1	1	1	1	5	1	3	3	2	2	4	4	2	1	3	2	1	5	1	2	3	3	3	2	2	2	3	3	4	2	1	4	3	4	2	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89	55	310	89	373	20	18		19	30	33	23	126	386	12	148	125	240	104	83	52	58	106	127	139	144	6	34	119	159	142	169	78	25	3250		2021-04-09 21:52:33	T	F	34	34	15	5	0.56	0
668			TheOneandOnly	interview	2021-04-09 21:29:05	2	T	T	2	43	2		3		3	1		2	38	3	3	6	3	3	7	7	7	7	1	6	6	6	2	5	1	3	3	2	4	2	2	5	2	5	4	5	5	2	4	4	4	2	5	4	4	1	3	2			2			1			6	5																																																																																																	4	4	3	4	2	4	2	2	5	3	5	2	5	4	3	4	5	7	2	4	1	4	1	6	7	6	5	2	2	1	1	3	2	3	2	2	3	4	4	4	4	4	4	2		6	3		22	30	7	8	2	3	1	1	1	1	1	1	1	3	1	1	1	2	unbequemes Bett	4	4	1	1	4	4	1	2	4	5	1	1	1	1	5	4	1	2	5	5	1	3	1	1	1	3	1	1	1	2	4	1	1	1	2	25	4	2	4	3	3	4	5	3	2	4	4	3	3	2	3	1	3	1	2	3	3	3	3	2	1	1	1	3	4	5	4	3	3	1	1	1	4	5	4	2													1	2	1	1	2	4	3	4	3	3	1	2	3	2	1	3	4	4	4	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20	44	169	50	201	11	18		14		9		46				64	179	63	77	28	83	39	116	95	68	6	30	148	92		155	71	16	1912		2021-04-09 22:00:57	T	F	34	34	0	0	0.84	1
676			TheOneandOnly	interview	2021-04-09 22:16:54	2	T	T	1	26	1		2		4	1		2	0, da auf Kurzarbeit	7	6	7	7	6	6	5	6	5	2	5	4	5	3	3	2	5	4	4	2	5	3	5	4	2	4	3	2	3	5	3	2	3	5	3	2	4	2	4	15	1	2			2			6	5		4	F	T	F	T	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	-9	6	-9	6	7	-9	4	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	1	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						4				4	2	1	1	2	2	4	1	5	3	5	3	4	5	3	6	6	4	7	7	8	8	5	7	6	6	7	6	6	4	5	4	3	2	4	2	1	3	2	3	3	2	2	1	2		2		1	20	11	9	1	2	2	1	1	2	1	3	1	1	2	1	3	2		4	3	2	3	5	4	1	2	3	5	2	2	2	4	2	5	3	3	4	4	2	4	3	2	3	4	4	2	4	2	4	3	3	3	2	7	1	1	3	4	4	4	3	4	2	3	3	3	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	4	1	2	1	2	2	4	2	3	4	2	4	4	2	4	5	3	2	3	2	2	3	3	3	4	3	3	2	2	2	2	4	2	2	2	3	4	2	2	1	1	1	2	1	1	1	4	4	2	3	2	42	60	155	61	404	9	11	44	18		11		46	156	10		65	318	69	148	31	203	88	180	176	171	21	82	110	64	85	148	97	27	3110		2021-04-09 23:08:45	T	F	34	34	16	6	0.64	0
677			TheOneandOnly	interview	2021-04-09 22:17:44	2	T	T	2	63	1		3		5	1		2	40	6	6	5	6	6	5	6	6	6	1	6	4	5	3	3	2	3	4	1	3	2	3	3	2	3	4	4	3	3	4	3	2	2	4	3	3	3	3	1			1			1			0	8	nichts davon																																																																																																3	1	4	1	1	1	3	1	5	2	4	1	5	4	3	3	5	6	7	7	1	2	2	4	5	5	5	4	3	1	2	1	1	1	1	1	1	2	1	2	2	1	1	2		4	3		24	5	7	6	2	2	1	1	1	1	1	1	2	-9	1	1	1	2		3	4	1	1	5	4	1	1	3	5	1	1	2	1	5	5	1	3	5	5	1	2	2	1	1	2	1	2	1	1	1	1	1	1	2	44	3	2	2	1	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	1	2	1	1	1	1	3	3	2	2													2	1	1	2	1	2	4	3	4	4	1	4	3	4	1	3	1	1	3	1	5	1	2	1	1	1	1	1	1	1	1	3	1	2	1	14	38	98	48	245	9	13		6		5		27				34	100	55	64	47	45	32	74	94	69	6	33	85	78		106	63	22	1510		2021-04-09 22:42:54	T	F	34	34	1	0	1.08	7
682			TheOneandOnly	interview	2021-04-09 22:43:55	2	T	T	1	47	1		3		5	2	Global Citizenship Education	2	40	4	4	4	4	4	6	6	6	6	1	5	4	5	1	3	-9	2	4	1	4	1	2	5	2	4	4	4	4	2	4	4	4	2	4	4	4	1	3	-9			-9			-9				-9																																																																																																	2	2	2	1	1	1	3	2	4	2	4	2	4	4	3	7	5	5	6	5	1	2	2	4	4	1	2	2	2	1	1	3	3	2	2	3	3	3	3	3	3	2	2	1	3		3		22:00	30	7:00	8	3	2	2	1	1	1	2	1	3	-9	1	1	1	3		5	3	1	1	5	5	1	1	5	5	1	2	1	1	4	5	2	2	5	5	1	1	1	1	1	1	-9	1	1	1	1	1	1	1	2	29	2	2	2	1	2	3	2	2	1	2	2	2	3	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	3	3	2	2													1	1	1	1	1	4	3	3	2	2	1	4	4	4	1	4	1	1	4	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12	58	78	43	228	7	10		5	2	7		8				60	122	72	70	46	45	32	82	86	76	5	29	90	85		110	62	33	1563		2021-04-09 23:09:58	T	F	34	34	4	3	1.19	18
683			TheOneandOnly	interview	2021-04-09 23:09:45	2	T	T	2	36	3	Serbien	1		1	1		1		6	6	6	5	6	4	4	4	4	3	5	5	6	3	3	3	4	3	4	3	4	3	2	2	3	3	3	2	3	2	2	3	2	2	2	3	4	3	1			1			1				-9																																																																																																	3	3	2	2	1	3	2	2	4	4	3	3	4	4	3	3	4	5	4	5	1	8	2	5	5	5	5	5	5	5	5	3	4	4	4	4	4	5	4	4	4	3	3	2		45	1		12	40	9	8	4	2	2	1	1	1	1	1	1	1	1	1	1	2		3	2	3	3	3	3	3	3	3	3	2	2	2	2	3	4	3	2	4	4	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1																																																						2	2	2	3	2	2	3	3	3	3	3	3	3	3	2	2	1	2	2	2	4	2	3	2	1	1	2	2	1	1	3	3	3	3	3	123	74	141	99	385	11	12		8		8		41				82	266	74	116	48	147	121	156	209	138	6					229	278	41	2813		2021-04-09 23:56:39	T	F	34	34	2	1	0.57	0
684			TheOneandOnly	interview	2021-04-10 00:02:27	2	T	T	1	23	2		2		2	2	Soziale Arbeit 	2	6	3	3	3	3	3	5	5	5	5	3	4	4	4	4	4	3	4	4	2	4	4	3	3	4	3	4	4	3	3	4	4	3	3	4	4	3	4	3	1			1			2				-9																																																																																																	3	3	3	2	1	2	2	2	4	3	4	3	5	3	3	5	4	6	6	6	2	1	1	4	5	5	5	6	6	5	6	2	4	2	4	4	2	3	4	4	5	3	3	1	4.5		2		1	25	10	9	2	3	1	2	2	2	2	3	2	-9	1	1	2	3		3	3	2	1	5	4	1	3	5	5	2	2	1	1	5	5	2	1	5	5	2	2	2	2	2	1	1	1	1	1	3	2	1	1	2	2016	1	1	2	2	3	3	2	2	2	2	4	4	4	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	4	1	1	1													2	4	4	3	3	2	2	3	4	3	3	3	2	3	3	3	2	1	3	1	4	1	1	1	1	1	1	-9	1	1	1	1	1	1	1	23	31	72	32	110	9	10		11	5	8		7				40	78	35	50	20	60	26	68	63	43	3	23	77	39		87	56	9	1095		2021-04-10 00:20:43	T	F	34	34	3	2	1.44	24
691			TheOneandOnly	interview	2021-04-10 08:18:05	2	T	T	1	51	2		3		5	1		2	40	4	4	5	5	6	5	6	6	6	2	3	3	2	4	4	2	2	4	1	4	2	3	5	2	4	5	3	2	3	5	5	3	3	5	4	4	1	1	5			7	15	1-2	2			216	8	?	5	F	T	F	T	T	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	-9	7	-9	5	5	5	-9	6	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	1	1	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						24				3	4	4	3	3	3	2	2	4	2	5	1	4	4	3	4	7	4	6	6	3	2	3	3	5	4	5	3	4	4	2	2	2	1	2	1	1	2	2	3	3	2	1	1	1.2		1		23	5	6.30	6	2	3	3	1	1	1	2	1	3	1	1	2	4	3		3	5	2	2	4	5	1	2	4	5	1	1	2	1	5	5	1	3	5	5	2	3	4	1	3	4	4	1	3	2	4	1	1	1	2	33	3	1	3	3	4	4	3	4	1	3	5	5	2	4	3	4	2	2	1	1	1	1	1	1	1	1	1	1	1	3	3	3	1	3	2	1	2	3	2	2	4	3	4	3	3	3	2	3	4	2	3	4	2	1	2	3	2	3	3	4	4	4	3	3	3	3	2	3	3	1	3	2	4	1	1	1	1	1	2	1	1	1	2	4	2	2	1	89	32	138	44	194	7	9	10	11	13	17		95	131	12		36	107	62	44	21	35	28	80	75	65	6	41	82	93	79	94	54	24	1828		2021-04-10 08:48:34	T	F	34	34	16	6	1.01	7
