CASE	SERIAL	REF	QUESTNNR	MODE	STARTED	EE01	EE01_01	EE01_02	SD01	SD02_01	SD03	SD03_03	SD04	SD04_06	SD05	SD06	SD06_02	SD07	SD07_02	SL02_01	SL02_02	SL02_03	SL02_04	SL02_05	SL02_06	SL02_07	SL02_08	SL02_09	SL02_10	HA01_08	HA02_08	HA03_08	HA05_08	MF01_01	MF01_02	MF01_03	MF01_04	MF01_05	MF01_06	MF01_07	MF01_08	MF01_09	MF01_10	MF01_11	MF01_12	MF01_13	MF01_14	MF01_15	MF01_16	MF01_17	MF01_18	MF01_19	MF01_20	MF01_21	MF01_22	MF01_23	ME01	ME02	ME03_01	ME21_01	ME04	ME05_01	ME22_01	ME06	ME07_01	ME23_01	ME08_01	ME09	ME09_08	ME13	ME13_01	ME13_02	ME13_03	ME13_04	ME13_05	ME13_06	ME13_07	ME13_08	ME13_09	ME13_10	ME13_11	ME13_12	ME13_13	ME13_14	ME13_15	ME13_16	ME13_17	ME13_18	ME13_19	ME13_20	ME13_21	ME13_22	ME13_23	ME13_24	ME13_25	ME13_26	ME13_27	ME13_28	ME14_01	ME14_02	ME14_03	ME14_04	ME14_05	ME14_06	ME14_07	ME14_08	ME14_09	ME14_10	ME14_11	ME14_12	ME14_13	ME14_14	ME14_15	ME14_16	ME14_17	ME14_18	ME14_19	ME14_20	ME14_21	ME14_22	ME14_23	ME14_24	ME14_25	ME14_26	ME14_27	ME14_28	ME17_01	ME17_02	ME17_03	ME17_04	ME17_05	ME17_06	ME17_07	ME17_08	ME17_09	ME17_10	ME17_11	ME17_12	ME17_13	ME17_14	ME17_15	ME17_16	ME17_17	ME17_18	ME17_19	ME17_20	ME17_21	ME17_22	ME17_23	ME17_24	ME17_25	ME17_26	ME17_27	ME17_28	ME10	ME18_01	ME18_02	ME18_03	ME18_04	ME18_05	ME19_01	ME24_01	ME24_02	ME24_03	RE02	RE04	RE05	RE03	RE08	RE06	RE07	KU02_01	KU02_02	KU02_03	KU02_04	KU02_05	KU02_06	KU02_07	KU02_08	KU14_01	KU12_01	KU12_02	KU12_03	KU12_04	KU13_01	KU13_02	KU13_03	MW02_01	MW05_02	MW03_01	MW06_03	MW07_04	MW08_05	MW04_01	MW09_06	OV01_01	OV01_02	OV01_03	OV01_04	OV01_05	OV01_06	OV01_07	OV01_08	OV02_01	OV02_02	OV02_03	OV02_04	OV03	OV03_01	OV03_02	OV04	OV04_04	SC01_01	SC01_02	SC01_03	SC01_04	SC02_01	SC02_02	SC02_03	SC02_04	SC02_05	SC02_06	SC02_07	SC02_08	SC02_09	SC02_10	SC02_11	SC02_12	SC02_13	SC03_01	SC04_01	EI01_01	EI01_02	EI01_03	EI01_04	EI01_05	EI01_06	EI01_07	EI01_08	EI01_09	EI01_10	EI01_11	EI01_12	EI01_13	EI01_14	EI01_15	EI01_16	EI01_17	EI01_18	EI01_19	EI01_20	EI02	KL01_01	KL01_02	KL01_03	KL01_04	KL01_05	KL01_06	KL01_07	KL01_08	KL01_09	KL01_10	KL01_11	KL01_12	KL01_13	AD01	AD02_01	AD03	AD04	AE01_01	AE01_02	AE01_03	AE01_04	AE01_05	AE01_06	AE01_07	AE01_08	AE01_09	AE01_10	AE01_11	AE01_12	AE01_13	AE01_14	AE02_01	AE02_02	AE02_03	AA01_01	AA01_02	AA01_03	AA01_04	AA01_05	AA01_06	AA01_07	AA01_08	AA01_09	AA01_10	AA01_11	AA01_12	AA01_13	AA01_14	AA01_15	AA01_16	AA01_17	AA01_18	AA01_19	AA01_20	AA01_21	ST01_01	ST01_02	ST01_03	ST01_04	ST01_05	ST01_06	ST01_07	ST01_08	ST01_09	ST01_10	ST01_11	ST01_12	IM01_01	IM01_02	IM01_03	IM01_04	IM01_05	IM01_06	IM01_07	IM01_08	IM01_09	IM01_10	IM01_11	IM01_12	IM01_13	IM01_14	IM01_15	IM01_16	IM01_17	IM01_18	IM01_19	IM01_20	AL01_01	AL02_01	AL04_01	AL04_02	AL04_03	AL04_04	AL04_05	AL04_06	AL05_01	AL05_02	AL06_01	AL06_02	AL06_03	AL06_04	AL06_05	TIME001	TIME002	TIME003	TIME004	TIME005	TIME006	TIME007	TIME008	TIME009	TIME010	TIME011	TIME012	TIME013	TIME014	TIME015	TIME016	TIME017	TIME018	TIME019	TIME020	TIME021	TIME022	TIME023	TIME024	TIME025	TIME026	TIME027	TIME028	TIME029	TIME030	TIME031	TIME032	TIME033	TIME034	TIME_SUM	MAILSENT	LASTDATA	FINISHED	Q_VIEWER	LASTPAGE	MAXPAGE	MISSING	MISSREL	TIME_RSI	DEG_TIME
449			TheOneandOnly	interview	2021-04-09 08:27:01	2	T	T	1	26	2		2		2	1		2	24	5	4	4	1	4	3	4	4	5	2	5	6	4	4	4	2	4	3	3	2	5	3	5	3	3	5	4	2	3	4	2	3	3	4	2	3	2	2	5			1			1			6	-9		8	T	T	F	T	T	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	T	F	T	F	5	7	-9	7	5	-9	-9	6	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	6	7	-9	5	-9	1	1	-9	1	1	-9	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	1	-9	2	-9	1						-9				2	3	1	1	2	2	2	2	5	1	4	1	5	5	3	2	4	4	6	5	2	1	2	4	5	7	7	6	7	7	5	2	2	1	1	1	1	2	1	3	4	2	3	2		3	1		22	20	6	7	3	3	1	1	1	1	3	1	1	1	1	1	2	2		5	5	1	2	5	4	1	2	3	5	2	1	1	1	5	5	1	3	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	10	3	2	5	3	5	4	4	5	2	3	4	4	5	5	4	3	2	3	1	1	1	1	1	1	1	1	1	1	3	3	1	3	1	1	1	1	3	1	2	3	3	2	2	4	3	4	3	2	4	3	2	3	3	2	2	3	2	3	3	3	3	3	1	4	3	4	2	4	3	4	4	4	4	1	2	1	1	1	1	1	1	2	1	1	1	1	1	24	59	671	245	388	8	17	5	10		8		45	481	16		53	597	119	73	69	158	154	134	672	50	7	42	177	81	121	152	158	22	3317		2021-04-09 09:47:17	T	F	34	34	15	6	0.7	4
451			TheOneandOnly	interview	2021-04-09 09:23:06	2	T	T	2	24	2		1		4	2	Mathe	1		6	6	6	6	6	2	2	2	2	6	3	3	1	6	2	3	5	3	3	3	5	3	3	5	3	4	3	2	3	2	3	2	3	2	3	2	3	1	3	10	1	2			1			5	-9		4	T	T	T	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	1	7	1	-9	-9	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	2	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						6				1	3	1	1	2	2	1	2	5	5	3	5	3	2	2	4	1	3	3	3	1	1	1	2	4	7	4	7	4	4	6	2	2	1	2	3	5	3	5	5	5	3	3	1	6		1		24	5	8	7	2	3	3	1	1	1	2	1	1	-9	1	2	4	2		3	3	3	3	4	4	5	2	3	3	1	4	2	2	4	4	1	2	5	5	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	7	1	1	2	3	4	1	4	2	3	4	2	3	2	2	1	4	2	2	1	4	2	3	2	2	3	1	1	1	4	4	3	3	1	1	1	1	3	1	5	4	3	3	3	2	4	2	4	4	5	2	5	5	3	2	1	2	2	3	3	4	4	4	4	2	1	2	4	3	3	2	4	4	3	3	3	1	3	1	3	2	2	3	2	4	2	2	2	29	27	123	51	295	7	11	10	10		8		38	88	17		43	107	66	84	17	27	28	88	132	80	3	16	120	96	108	110	111	23	1964		2021-04-09 09:56:00	T	F	34	34	17	6	1.05	8
457			TheOneandOnly	interview	2021-04-09 09:59:29	2	T	T	1	32	3	Rumänien 	1		4	2	Geograhie	2	40	6	6	6	6	6	2	4	3	1	4	5	5	1	5	4	3	2	4	2	3	2	3	4	1	2	4	4	3	3	4	3	3	2	4	4	3	1	3	2			2			2			1	-9																																																																																																	2	2	1	2	2	2	3	1	5	1	4	3	5	5	5	5	6	4	7	6	2	5	5	5	4	6	6	5	5	3	5	4	4	3	3	5	2	3	4	3	4	2	2	1	8		2		22	60	8	8	2	4	4	1	1	1	1	3	1	1	1	1	2	-9	Keine	3	2	3	3	1	1	3	3	3	3	3	3	4	3	3	3	3	3	3	4	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1																																																						1	3	2	2	3	1	2	3	3	3	3	3	3	2	3	3	3	3	3	3	4	4	4	4	2	1	4	3	2	2	3	4	4	4	4	46	43	120	75	198	8	8		9		8		14				45	132	52	65	39	70	37	116	82	75	4					100	106	19	1471		2021-04-09 10:24:01	T	F	34	34	1	1	0.98	4
458			TheOneandOnly	interview	2021-04-09 09:59:30	2	T	T	2	38	1		2		5	1		2	35	3	3	3	2	2	2	2	2	3	5	7	7	4	2	2	3	3	3	4	4	3	1	4	3	3	3	5	3	1	3	4	3	4	3	2	3	2	3	1			2			7	30	1	12	5																																																																																																	2	1	1	1	1	1	3	2	4	4	3	4	3	3	2	2	2	2	5	6	1	1	1	5	5	5	7	3	4	2	2	2	2	1	1	4	3	4	4	3	4	2	2	1	2		3		0	5	8	7,5	1	2	2	1	1	1	1	2	1	1	1	1	2	1		5	4	1	1	4	4	1	2	1	5	2	2	1	2	5	4	1	4	5	5	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	20	1	1	3	2	4	2	2	4	2	3	4	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	2	1	1	4	1	1	1	1	1	1	4	4	1	3	1	2	5	1	4	1	1	1	2	1	4	4	4	3	3	1	3	4	3	3	3	3	4	3	3	4	2	3	1	1	1	2	2	2	2	1	4	1	1	1	61	25	193	51	260	23	12		10		28	20	16				44	146	57	87	38	175	33	86	115	69	6	20	137	86	78	128	101	23	2128		2021-04-09 10:34:58	T	F	34	34	0	0	0.85	3
470			TheOneandOnly	interview	2021-04-09 10:14:34	2	T	T	2	33	2		6	Verpartnert	5	1		2	40	3	3	3	3	4	4	5	5	4	3	6	5	6	2	4	4	4	5	3	4	4	2	4	3	4	3	5	3	1	4	5	4	2	4	5	4	1	3	1			1			1			0	-9																																																																																																	3	1	1	1	1	1	3	2	4	4	5	4	4	5	3	4	3	5	6	5	1	2	2	5	6	6	5	3	4	3	5	3	4	2	3	2	2	3	2	4	4	3	2	2		2	1		22	5-15	7	8	1	1	1	1	1	1	1	2	1	4	1	1	4	3	Baby	4	2	1	1	4	3	2	2	3	5	1	2	2	2	4	5	1	3	5	5	2	2	2	1	1	1	2	1	2	2	3	1	1	1	2	2006	3	2	3	1	4	1	3	2	1	2	3	2	2	1	3	2	3	1	1	2	1	2	2	1	2	1	1	1	3	4	3	2	1	1	1	1	3	2	2	1													2	1	2	2	3	4	3	3	3	3	3	3	2	2	3	4	3	2	3	3	4	2	2	1	1	1	2	1	2	2	1	4	1	3	1	43	46	100	84	1118	6	10		7		10		16				32	151	66	85	30	287	50	125	137	99	4	26	132	107		122	183	27	3103		2021-04-09 11:06:18	T	F	34	34	0	0	0.84	3
474			TheOneandOnly	interview	2021-04-09 10:18:26	2	T	T	1	22	1		2		4	2	KoWi	2	16	3	1	3	3	3	5	5	6	5	4	5	4	6	2	2	4	3	2	2	3	2	1	2	1	2	3	3	2	3	4	3	3	1	4	3	3	1	3	1			1			1				-9																																																																																																	2	1	1	2	2	1	2	2	4	3	4	5	2	1	3	3	1	1	6	5	2	2	2	5	6	6	6	1	2	1	3	3	3	1	2	2	2	3	2	2	2	1	1	2		2	2		24	15	8	7.30	1	1	1	1	1	1	1	1	1	1	1	1	1	1		5	5	1	1	5	5	1	1	3	5	1	2	1	1	5	5	1	2	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																						1	1	1	3	1	1	3	2	3	2	3	2	4	3	2	3	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	635	41	95	40	177	31	15		16		5		24				75	120	44	81	28	39	49	51	73	142	4					162	49	16	1404		2021-04-09 10:51:58	T	F	34	34	2	1	0.97	8
476			TheOneandOnly	interview	2021-04-09 10:25:42	2	T	T	1	Zweiundzwanzig	2		1		4	1		1		3	4	2	2	3	3	3	3	5	1	5	5	5	2	4	4	3	4	2	5	3	1	4	3	4	4	4	3	2	4	3	4	2	5	4	3	2	3	1			1			2			6	5																																																																																																	3	4	3	3	1	2	2	1	5	2	4	2	5	4	3	5	4	5	2	3	1	2	1	2	2	3	6	3	5	3	3	4	3	1	2	2	2	4	2	4	4	2	2	2		3	2		Zwölf	3	Zehn	Acht	2	2	2	1	1	1	2	2	1	1	2	2	3	2		5	4	1	1	4	4	1	3	4	5	1	2	1	1	4	5	2	2	5	5	2	2	2	1	1	2	2	1	1	2	3	2	1	1	2	Vier	1	1	4	3	4	4	2	4	2	3	3	4	3	2	4	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	2	2	1	2													2	2	2	2	2	2	4	4	3	3	2	3	3	3	3	3	1	1	3	3	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	9	36	168	43	137	11	17		20		13		31				48	106	96	75	18	145	48	65	71	65	3	23	84	69		330	73	14	1818		2021-04-09 10:56:00	T	F	34	34	0	0	1.04	10
481			TheOneandOnly	interview	2021-04-09 10:36:55	2	T	T	1	25	1		2		4	2	Pharmazie	2	16	5	5	5	5	5	5	5	6	4	1	5	5	4	2	3	3	3	3	3	4	3	1	4	2	4	4	3	3	4	4	3	3	2	4	3	3	3	2	4	15	1	1			3	15	1	12	5																																																																																													17																																																																																																																																																																																																		47	41	156	49	222	6	10	7	7		9	13	26																						593		2021-04-09 10:46:48	F	F	13	13	0	0	1.06	8
483			TheOneandOnly	interview	2021-04-09 10:40:36	2	T	T	1	25	1		2		5	2	Journalismus	2	10	6	6	3	5	5	3	2	3	2	5	2	3	3	5	2	4	5	3	4	4	5	3	4	5	4	4	4	4	3	3	4	4	3	2	2	4	4	3	1			1			1			0	-9																																																																																																	2	1	1	1	1	2	2	2	4	2	4	3	4	4	3	3	3	5	4	6	3	1	1	4	3	5	5	7	6	5	6	5	4	2	4	4	5	4	4	4	4	4	3	2		35	2		01:00	60	9:00	6	4	3	3	2	1	2	1	1	2	1	1	2	4	3		4	4	1	3	2	3	2	3	2	3	2	3	3	2	4	4	2	4	4	4	1	3	1	1	1	1	2	1	1	1	4	1	1	1	2	5	1	1	4	3	5	4	1	4	3	2	2	2	3	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	2													2	2	3	2	2	3	3	3	3	3	4	3	2	3	2	3	3	1	1	3	3	1	2	1	2	1	1	2	1	2	1	5	4	3	1	15	349	237	72	463	11	16		10		4		25				38	204	79	95	10636	223	58	110	137	98	5	19	182	51		114	78	20	2429		2021-04-09 14:23:05	T	F	34	34	1	0	0.83	5
486			TheOneandOnly	interview	2021-04-09 10:50:01	2	T	T	1	28	2		1		5	2	Alte Geschichte	2	10	5	3	3	5	4	3	4	3	3	5	4	3	3	5	4	4	4	4	3	2	3	3	3	3	3	1	2	2	2	1	4	4	2	3	3	2	2	3	1			1			1			0	-9																																																																																																	2	2	1	1	1	1	2	2	4	3	3	3	5	3	3	3	2	5	3	3	4	2	2	4	5	5	5	5	4	4	5	4	4	3	3	3	3	3	3	4	4	3	2	2		2.5	2		23:30	30	8	8	2	1	1	1	1	3	1	1	1	-9	1	1	3	2		4	4	2	2	4	4	3	2	3	4	3	2	2	2	3	4	3	3	4	4	1	3	2	1	1	2	2	1	1	1	1	1	1	1	2	11	1	1	4	3	4	4	3	5	2	2	4	3	2	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	2	4	2	1	1	1	1	1	3	2	2	2													2	2	2	3	3	2	3	2	3	2	3	2	3	2	3	2	1	1	1	3	4	1	3	1	1	1	2	1	1	1	2	3	3	2	2	33	40	78	43	338	6	10		7		5		15				29	104	45	52	22	53	28	71	71	59	4	13	78	45		81	84	19	1433		2021-04-09 11:13:56	T	F	34	34	1	1	1.25	14
488			TheOneandOnly	interview	2021-04-09 10:53:10	2	T	T	2	28	1		2		5	2	Informatik	2	20	1	1	1	1	1	6	3	4	1	6	6	7	6	2	3	4	3	3	1	4	2	1	3	1	4	2	4	4	1	2	4	4	1	4	2	4	1	3	1			1			1				-9																																																																																																	2	1	1	1	1	1	1	2	5	5	3	4	4	5	2	2	2	6	2	3	1	1	1	5	5	2	5	2	2	1	1	4	4	2	3	3	3	4	2	3	4	2	1	2		0.5	1		21	5	5:15	8	1	2	2	1	1	2	1	1	1	1	1	1	1	1		5	4	1	1	4	4	1	2	3	5	1	2	2	2	4	4	1	2	5	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	10	3	2	4	2	4	2	5	4	2	2	3	3	4	2	3	2	1	2	1	1	1	2	2	1	2	1	1	1	3	3	2	1	1	1	1	1	4	1	2	2													1	3	2	1	1	4	4	4	3	4	2	3	2	3	3	3	3	4	4	4	4	1	2	1	1	1	1	1	1	2	1	3	1	2	2	1376	25	53	30	128	5	6		3		3		12				16	80	38	55	16	30	41	65	144	39	4	23	75	57		80	48	15	1118		2021-04-09 11:34:17	T	F	34	34	1	1	1.55	30
490			TheOneandOnly	interview	2021-04-09 10:58:00	2	T	T	1	53	1		3		5	1		2	35	2	2	3	3	3	3	2	2	2	5	5	4	3	5	2	3	4	2	3	4	4	2	2	4	3	2	2	2	1	2	2	3	1	3	2	3	5	1	4	70		1			4	70		5	4		1	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	-9	7	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						7				1	1	1	1	3	1	3	2	4	3	2	5	3	1	1	2	1	3	3	2	1	1	1	7	7	4	6	7	2	2	6	1	1	1	1	1	1	2	1	5	5	4	4	1	2		3		23	30	7	5	3	4	4	1	1	2	4	1	3	1	1	1	3	3		4	5	3	2	4	4	1	1	2	5	1	1	1	1	5	4	1	3	5	5	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	33	4	1	5	2	5	2	2	4	2	2	5	5	3	1	5	1	1	1	1	1	1	2	1	1	1	1	1	1	4	4	1	3	1	1	1	1	4	1	4	4	1	5	5	5	4	2	3	4	4	3	2	5	1	1	1	2	2	3	3	3	4	3	3	3	4	4	1	2	3	3	2	2	4	1	1	1	1	1	1	1	1	1	2	1	2	2	1	25	30	252	40	142	9	10	14	7		8	8	20	135	9		30	118	47	65	34	54	27	72	106	112	5	70	192	137	81	145	48	20	2072		2021-04-09 11:32:34	T	F	34	34	19	7	1.02	7
492			TheOneandOnly	interview	2021-04-09 11:08:00	2	T	T	1	21	2		1		4	2	Sportwissenschaft	2	7	5	3	3	3	2	6	6	6	5	1	5	4	7	7	4	4	3	3	2	4	1	1	4	2	4	2	4	3	2	3	5	2	1	2	3	3	1	3	1			1			1			0	8	nichts																																																																																																4	1	1	1	1	1	1	2	4	3	2	5	2	4	2	5	1	2	5	5	2	1	1	1	5	4	5	4	4	1	4	2	1	1	1	3	2	2	1	2	3	1	1	2		1.5	3		23	5	8	8	1	2	3	1	1	1	1	2	1	1	1	1	1	2	nichts	3	2	3	4	4	3	4	4	3	2	1	3	2	1	4	3	3	4	4	4	2	1	1	2	4	3	1	1	1	2	3	1	2	4	2	4,5	1	1	4	2	4	2	3	4	2	2	2	3	3	4	4	1	1	1	1	3	1	3	2	2	1	1	1	1	4	5	2	2	3	1	1	1	4	4	4	2													2	2	1	3	1	3	4	3	2	3	1	4	4	4	1	4	3	1	4	4	3	1	2	1	1	1	1	1	1	1	1	4	2	3	2	45	55	73	54	214	6	7		4		9		25				31	136	68	62	29	38	37	84	99	81	5	17	144	95		137	75	21	1651		2021-04-09 11:35:31	T	F	34	34	0	0	1.05	7
495			TheOneandOnly	interview	2021-04-09 11:15:11	2	T	T	2	32	1		2		5	1		2	20	6	6	6	5	4	3	4	3	4	4	5	4	4	4	3	4	2	3	1	3	2	3	3	2	3	4	3	2	3	3	3	3	3	4	3	3	3	2	2			2			5	10	1	2	8		4	T	F	T	F	T	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	4	-9	6	-9	4	-9	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	-9	2	-9	1	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						3				2	1	1	1	2	1	2	2	4	3	4	3	4	3	3	3	2	4	4	5	1	3	3	1	2	2	1	2	2	2	2	3	2	2	3	3	2	3	4	3	3	2	2	2		1	1		0	30	8	6	3	3	4	1	1	2	3	2	2	-9	2	3	3	2		4	3	3	3	4	3	5	4	4	4	4	4	4	3	5	3	2	4	4	4	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	14	1	1	4	3	4	3	2	4	2	5	3	3	2	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	4	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	3	3	3	3	3	2	4	4	4	1	4	3	3	1	3	3	2	3	1	1	2	1	1	2	1	3	4	4	4	3	16	14	38	28	100	6	6		5		8	6	28	52	3		20	53	22	27	11	19	17	65	51	28	2	8	45	23	34	51	42	10	838		2021-04-09 11:29:09	T	F	34	34	17	6	2.14	58
496			TheOneandOnly	interview	2021-04-09 11:16:24	2	T	T	4	24	2		2		5	1		2	15	3	5	5	5	5	4	4	3	6	4	6	5	4	4	4	3	2	5	3	3	2	3	5	2	3	5	4	3	2	5	4	2	2	5	4	3	3	1	7	30-50	1	1			1			36	5		5	T	T	F	F	T	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	3	7	-9	-9	5	-9	-9	-9	-9	2	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1	1	-9	-9	1	-9	-9	-9	-9	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1	-9	1						48				2	1	1	1	4	1	3	1	5	4	5	1	5	5	3	5	2	3	7	7	2	5	6	6	6	7	6	3	7	6	2	5	4	2	4	3	4	4	4	4	5	3	3	1	6		2		1	?	9	?	2	2	1	1	1	1	1	2	1	1	1	1	3	2		4	3	1	1	4	4	1	2	3	5	2	2	1	3	4	5	3	2	5	5	2	4	2	1	3	1	1	1	1	1	3	1	1	1	2	6	1	1	2	1	3	1	2	4	2	3	3	4	1	5	1	1	2	1	1	3	1	2	2	1	3	1	1	1	5	5	2	3	1	1	1	1	5	5	2	4	3	2	4	2	3	1	3	2	2	4	3	5	2	3	4	2	3	3	3	3	2	2	2	3	4	3	2	4	4	4	3	3	4	3	3	1	1	1	1	1	1	1	3	4	1	2	3	23	25	126	76	228	9	31	18	13		18	14	47	79	4		29	104	59	38	15	22	27	57	88	50	3	9	104	50	82	108	52	15	1623		2021-04-09 11:43:27	T	F	34	34	16	6	1.25	18
499			TheOneandOnly	interview	2021-04-09 11:54:05	2	T	T	2	36	1		1		1	1		2	30-80	4	4	3	3	4	5	5	5	6	2	6	5	4	4	3	4	3	4	3	4	3	4	3	3	5	4	5	3	3	5	5	5	2	5	4	5	2	1	4	kommt drauf an	das ist inzwischen alltag	1			4	variert nach stimmung	1	240	8	kA ich mach das seit meiner kindheit	28	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	T	1	5	1	4	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1						6				2	1	1	1	3	2	3	2	5	3	4	2	5	4	3	5	2	4	4	4	3	2	3	5	7	7	7	1	4	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	5		4	kombi aus allem	22-24	15	7-9	6-9	2	2	1	1	1	1	2	2	2	1	1	1	2	2		3	3	1	1	5	3	1	3	3	5	1	1	1	1	3	5	3	3	5	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	1	3	2	2	2	1	1	2	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1	1	1	2	1	1	2	5	2	3	4	2	2	3	2	1	4	1	4	2	2	2	2	3	2	3	3	3	3	2	3	2	3	2	2	3	4	4	4	4	2	4	1	1	1	2	1	1	1	2	4	1	1	1	16	27	72	53	167	15	20	30	17	5	9	84	60	157	6		39	94	38	45	23	32	61	71	75	40	4	18	70	55	61	100	79	37	1609		2021-04-09 12:22:05	T	F	34	34	1	1	1.11	12
500			TheOneandOnly	interview	2021-04-09 11:59:27	2	T	T	2	61	2		3		4	1		2	40	7	7	7	2	7	4	4	7	6	1	7	6	7	3	4	1	2	4	2	2	2	1	5	2	5	2	5	2	1	5	5	4	1	5	5	4	1	2	7	15	1	7	10	1	1			36	5		2	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	-9	7	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	1						37				3	1	2	1	4	2	1	1	4	3	5	1	4	4	3	5	7	5	7	7	6	8	8	5	6	5	5	5	5	5	6	1	1	1	1	1	1	1	1	2	2	1	1	2		4	1		23.50	10	6.00	5	1	1	2	1	1	1	1	1	1	1	1	1	1	1		5	3	1	1	5	2	2	4	4	5	2	1	2	2	3	4	3	3	4	4	2	2	2	1	1	2	1	1	1	1	3	1	1	1	2	44	3	2	1	2	2	2	2	1	1	3	2	2	1	1	2	2	3	1	1	2	1	2	1	1	1	1	1	1	3	3	3	1	2	1	1	1	2	3	1	2	2	2	1	4	2	2	4	2	2	4	2	2	2	1	1	1	1	2	4	4	3	3	2	4	4	4	1	3	2	2	2	3	4	1	2	1	1	1	1	1	1	1	1	2	1	2	1	84	46	165	93	281	19	13	14	9	26	11		42	114	13		69	157	80	80	38	143	53	107	159	118	5	55	125	210	100	153	90	38	2710		2021-04-09 12:44:37	T	F	34	34	18	7	0.69	1
